key,source,Translation
Spanish_Spain,Normalmente solo tomo café normal.,
Spanish_LATAM,"Por lo común, tomo café normal.",
Korean,난 일반적으로 항상 보통 커피를 마시는데요.,
Russian,I typically just have regular coffee.,
Japanese,いつもは普通のコーヒーしか飲まないんです。,
Portuguese_Brazil,Eu geralmente tomo café normal.,
Chinese_Simplified,我一般只喝普通咖啡。,
Chinese_Traditional,我通常都喝一般咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0033-Alta,
English_US,"Ну, тогда полагаю, вы будете обычно пить его где-нибудь в другом месте.",
Description,,
French,"Alors, je crois que tu vas habituellement aller en boire ailleurs.",
Italian,"Bene, allora immagino che lo andrai a ordinare da qualche altra solita parte.",
German,"Na, dann wirst du den üblicherweise irgendwo anders hernehmen müssen.",
Spanish_Spain,"Bueno, entonces supongo que normalmente lo tomarás en otro lugar.",
Spanish_LATAM,"Bueno, entonces supongo que vas a tener que tomarlo en otro lugar.",
Korean,"그럼, 다른 곳에 가서 일반적으로 항상 마시던 거 마셔요.",
Russian,Well then I guess you're gonna typically just have it somewhere else.,
Japanese,だったら、“いつものように”よその店で飲むしかないね。,
Portuguese_Brazil,Acho que você vai ter que tomar em outro lugar.,
Chinese_Simplified,那你最好去别的地方喝普通咖啡。,
Chinese_Traditional,好啊，那你只好像平常那樣去其他地方喝。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0034-Alta,
English_US,Ну? Вы собираетесь делать заказ или нет? Давайте. Скажите что-нибудь.,
Description,,
French,"Alors ? Tu passes une commande ou pas ? Allez, dis quelque chose !",
Italian,"E allora? Vuoi ordinare qualcosa oppure no? Forza, di' qualcosa.",
German,"Also? Bestellst du jetzt was, oder nicht? Na los. Sag was.",
Spanish_Spain,¿Entonces? ¿Me vas a hacer un pedido o no? Vamos. Di algo.,
Spanish_LATAM,¿Y bien? ¿Vas a hacerme un pedido o no? Vamos. Di algo.,
Korean,"자, 그래서요? 주문할 거예요, 말 거예요? 빨리요. 무슨 말 좀 해봐요.",
Russian,So? Are you gonna give me an order or not? C'mon. Say something.,
Japanese,それで？ 注文するの？ しないの？ ほら、何とか言いなよ。,
Portuguese_Brazil,E aí? Você vai fazer um pedido ou não? Qual é? Diz alguma coisa.,
Chinese_Simplified,所以？你点还是不点？赶紧的。说点什么。,
Chinese_Traditional,所以呢？你是要點餐還是怎樣？快啊。講話啊。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0035-Larry,
English_US,"...и это не может быть ""обычный кофе""?",
Description,,
French,"… et ça ne peut pas être un café ""normal"" !",
Italian,"… E non può essere un ""caffè filtrato""?",
German,…Und es darf nicht „gewöhnlicher Kaffee“ sein?,
Spanish_Spain,"... ¿y no puede ser un ""café normal""?",
Spanish_LATAM,¿No puede ser un «café normal» entonces?,
Korean,...정말 안 되는 건가요? '보통 커피'는?,
Russian,"...and it cannot be ""regular coffee""?",
Japanese,…“普通のコーヒー”はダメなんですね？,
Portuguese_Brazil,"E não pode ser ""café normal""?",
Chinese_Simplified,……而且不能是“普通咖啡”？,
Chinese_Traditional,……不能講「一般的咖啡」？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0036-Alta,
English_US,Нет!!,
Description,,
French,Non !,
Italian,No!,
German,Nein!,
Spanish_Spain,¡¡No!!,
Spanish_LATAM,¡No!,
Korean,안 돼요!!,
Russian,No!!,
Japanese,ダメだ！！！,
Portuguese_Brazil,Não!!,
Chinese_Simplified,不行！！,
Chinese_Traditional,不能！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0037-Larry,
English_US,Эм.,
Description,,
French,Hum…,
Italian,Uhm.,
German,Äh …,
Spanish_Spain,Mmm.,
Spanish_LATAM,Mmm...,
Korean,음.,
Russian,Um.,
Japanese,うーん。,
Portuguese_Brazil,Hm.,
Chinese_Simplified,唔。,
Chinese_Traditional,呃。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0038-Alta,
English_US,"Ладно, но я не буду готовить ""обычный кофе"". Вам придётся сделать более интересный заказ кофе.",
Description,,
French,"Très bien, mais je ne prépare pas de café ""normal"". Il faut commander un café plus intéressant.",
Italian,"Va bene, ma non farò il ""caffè filtrato"". Devi ordinarmi un caffè più interessante.",
German,"Gut, aber ich mache keinen „gewöhnlichen Kaffee“. Du wirst interessanteren Kaffee bestellen müssen.",
Spanish_Spain,"Vale, pero no voy a hacer un ""café normal"". Tienes que hacerme un pedido de café más interesante.",
Spanish_LATAM,"Bueno, pero no voy a preparar un «café normal». Tienes que pedirme un café más interesante.",
Korean,좋아요. 대신 '보통 커피'는 안 만들어요. 좀 더 재미있는 커피를 주문해 주세요.,
Russian,"Fine, but I'm not making ""regular coffee."" You have to give me a more interesting coffee order.",
Japanese,わかったよ。でも“普通のコーヒー”は淹れない。もっと面白いコーヒーを注文してくれ。,
Portuguese_Brazil,"Tá bem, mas eu não vou fazer ""café normal"". Você precisa fazer um pedido de café mais interessante.",
Chinese_Simplified,行吧，但我不提供“普通咖啡”。你必须点一杯更有意思的咖啡。,
Chinese_Traditional,好，但我不要泡「一般的咖啡」。你必須點一杯更有趣的咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0039-Larry,
English_US,Эм.,
Description,,
French,Hum…,
Italian,Uhm.,
German,Äh …,
Spanish_Spain,Mmm.,
Spanish_LATAM,Mmm...,
Korean,음.,
Russian,Um.,
Japanese,うーん。,
Portuguese_Brazil,Hm.,
Chinese_Simplified,唔。,
Chinese_Traditional,呃。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0040-Larry,
English_US,"Я обычно не люблю другие виды кофе, кроме ""обычного"".",
Description,,
French,"Habituellement, je ne m'intéresse pas à d'autre café que le ""normal"".",
Italian,"In genere non mi interessa nessun caffè al di fuori del ""filtrato"".",
German,Normalerweise mag ich andere Arten Kaffee als „gewöhnlichen“ nicht.,
Spanish_Spain,"No me suelen gustar los estilos de café que no sean los ""normales"".",
Spanish_LATAM,El problema es que no me gustan los cafés «no normales».,
Korean,난 일반적으로 '보통 커피' 이외의 종류에는 관심이 없어요.,
Russian,"I do not typically care for styles of coffee other than ""regular.""",
Japanese,いつもは“普通”のスタイルのコーヒーにしか興味がないんです。,
Portuguese_Brazil,"Eu geralmente não tenho interesse em estilos de café que não sejam o ""normal"".",
Chinese_Simplified,我一般不喜欢非“普通”风格的咖啡。,
Chinese_Traditional,除了「一般的」咖啡之外，其他口味的咖啡我都不太喜歡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0041-Alta,
English_US,"Ну, тогда сегодня вы узнаете что-то новое о себе. Как захватывающе для вас.",
Description,,
French,"Alors, aujourd'hui tu vas apprendre quelque chose sur toi-même. Comme c'est excitant !",
Italian,"Ebbene, oggi imparerai qualcosa di nuovo su di te. Non sei emozionato?",
German,"Na, dann wirst du heute wohl mal was Neues über dich selbst erfahren. Wie aufregend für dich.",
Spanish_Spain,"Bueno, entonces hoy aprenderás algo nuevo sobre ti. Qué emocionante.",
Spanish_LATAM,"Bueno, entonces hoy vas a aprender algo nuevo sobre ti. Qué emoción.",
Korean,그럼 오늘 자신에 관해 새로운 사실을 배우시겠군요. 흥미진진하시겠어요.,
Russian,Well then today you're gonna learn something new about yourself. How exciting for you.,
Japanese,だったら今日は新しい自分に出会ってみるんだ。ワクワクするだろ？,
Portuguese_Brazil,"Bem, então hoje você vai aprender algo novo sobre si mesmo. Que empolgante pra você.",
Chinese_Simplified,那你今天得探索新的自己。多么激动人心呀。,
Chinese_Traditional,那麼你今天就會認識新的自我。多好玩啊。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0042-Larry,
English_US,Эм.,
Description,,
French,Hum…,
Italian,Uhm.,
German,Äh …,
Spanish_Spain,Mmm.,
Spanish_LATAM,Mmm...,
Korean,음.,
Russian,Um.,
Japanese,うーん。,
Portuguese_Brazil,Hm.,
Chinese_Simplified,唔。,
Chinese_Traditional,呃。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0043-Larry,
English_US,"Это единственный способ, которым вы будете готовить кофе?",
Description,,
French,C'est la seule solution pour que tu acceptes de faire du café ?,
Italian,Questo è l'unico modo per avere un caffè fatto da te?,
German,Und du wirst mir nur so einen Kaffee zubereiten?,
Spanish_Spain,¿Esta es la única forma en que harás café?,
Spanish_LATAM,¿Es la única forma en que harás café?,
Korean,그렇게까지 해야만 커피를 만들 건가요?,
Russian,This is the only way that you will make coffee?,
Japanese,コーヒーを淹れてもらうには、そうするしかない？,
Portuguese_Brazil,Essa é a única forma que você vai fazer café?,
Chinese_Simplified,只有这样你才会上咖啡吗？,
Chinese_Traditional,唯有如此，你才會泡咖啡嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0044-Alta,
English_US,Да.,
Description,,
French,Oui.,
Italian,Sì.,
German,Ja.,
Spanish_Spain,Sí.,
Spanish_LATAM,Sí.,
Korean,네.,
Russian,Yes.,
Japanese,ああ。,
Portuguese_Brazil,Sim.,
Chinese_Simplified,是的。,
Chinese_Traditional,是。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0045-Larry,
English_US,О.,
Description,DUPLICATE BLOCK 1A END,
French,Ah…,
Italian,Oh.,
German,Oh.,
Spanish_Spain,Ah.,
Spanish_LATAM,Ah.,
Korean,아.,
Russian,Oh.,
Japanese,参ったな。,
Portuguese_Brazil,Ah.,
Chinese_Simplified,哦。,
Chinese_Traditional,噢。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0046-Larry,
English_US,"Иногда в офисе я забываю выпить свой кофе, и он становится холодным.",
Description,,
French,"Parfois, au bureau, j'oublie de boire mon café et il refroidit.",
Italian,"A volte, in ufficio, mi dimentico di bere il caffè e diventa freddo.",
German,"Im Büro vergesse ich manchmal meinen Kaffee zu trinken, und dann wird er kalt.",
Spanish_Spain,"A veces, en la oficina, me olvido de tomar el café y se enfría.",
Spanish_LATAM,"A veces, en la oficina, me olvido de tomar el café y se enfría.",
Korean,가끔 사무실에서 일하다가 커피를 깜빡하고 못 마시면 차가워지거든요.,
Russian,"Sometimes, at the office, I will forget to drink my coffee, and it will become cold.",
Japanese,実は時々、会社でコーヒーを飲み忘れているうちに、冷めてしまうことがあるんです。,
Portuguese_Brazil,"Às vezes, no escritório, eu esqueço de tomar meu café e ele fica gelado.",
Chinese_Simplified,有时，我在办公室会忘了把咖啡喝掉，咖啡就放凉了。,
Chinese_Traditional,有時候，在辦公室，我會忘了喝咖啡，咖啡會冷掉。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0047-Larry,
English_US,"Бывают случаи, когда я наслаждаюсь кофе в таком состоянии. Холодным.",
Description,,
French,Il m'arrive de bien aimer mon café comme ça. Froid.,
Italian,"Ho iniziato a godermi il caffè, così com'è. Freddo.",
German,Manchmal mag ich den Kaffee in diesem Zustand. Kalt.,
Spanish_Spain,Hay momentos en los que me gusta el café en este estado. Frío.,
Spanish_LATAM,Hay momentos en los que me gusta el café en este estado. Frío.,
Korean,그런 상태의 커피가 나름 괜찮을 때가 있어요. 그냥 차가운 것.,
Russian,"There are times when I enjoy the coffee, in this condition. Cold.",
Japanese,そういう状況で、ひんやりしたコーヒーを楽しむこともある。,
Portuguese_Brazil,"Algumas vezes, eu aprecio o café nessa condição. Gelado.",
Chinese_Simplified,那时我就会喝这种咖啡。喝冷的。,
Chinese_Traditional,有時候我還滿喜歡喝這種咖啡。冷的。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0048-Larry,
English_US,Вот мой заказ. Холодный кофе.,
Description,,
French,C'est ma commande. Café froid.,
Italian,Per cui questo è il mio ordine. Un caffè filtrato freddo.,
German,Das ist meine Bestellung. Kalter Kaffee.,
Spanish_Spain,Ese es mi pedido. Café frio.,
Spanish_LATAM,Ese es mi pedido. Café frio.,
Korean,그게 내 주문입니다. 차가운 커피.,
Russian,That is my order. Cold coffee.,
Japanese,それを注文しよう。冷たいコーヒーです。,
Portuguese_Brazil,Esse é o meu pedido. Café gelado.,
Chinese_Simplified,给我来一杯吧。冷咖啡。,
Chinese_Traditional,我要點這種咖啡。冷咖啡,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0049-Alta,
English_US,"Ну... ладно, конечно, думаю, это отличается от того, что я обычно делаю.",
Description,,
French,"Bon… d'accord, ça marche. J'imagine que c'est différent de ce que je fais d'habitude.",
Italian,"Bé... certo, è diverso da quello che faccio di solito.",
German,"Nun … na gut, klar, ich denke, das ist anders als sonst.",
Spanish_Spain,"Bueno... de acuerdo, supongo que es diferente a lo que suelo hacer.",
Spanish_LATAM,"Bueno, está bien... Es diferente a lo que suelo hacer, creo.",
Korean,"음... 네, 알았어요. 평소에 만들던 것과 다르긴 하네요.",
Russian,"Well... okay, sure, I guess it's different than what I usually do.",
Japanese,ええと…わかったよ。いつもの淹れ方とは違うみたいだね。,
Portuguese_Brazil,"Tá bem, então, acho que isso é algo diferente do que eu normalmente faço.",
Chinese_Simplified,那……好吧，毕竟这也算不寻常的咖啡。,
Chinese_Traditional,好……好喔，這好像是不同於我平常泡的咖啡沒錯。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0050-Alta,
English_US,"Я просто приготовлю кофе как обычно, но без добавления тепла.",
Description,,
French,"Je vais faire un café normal, mais sans le faire chauffer.",
Italian,"Farò un caffè filtrato come al solito, ma senza riscaldare l'acqua.",
German,"Ich mache den Kaffee einfach wie immer, aber ohne Hitze.",
Spanish_Spain,"Haré café como si fuera normal, pero sin añadir calor.",
Spanish_LATAM,"Haré un café como si fuera normal, pero no le voy a añadir calor.",
Korean,평소처럼 커피를 만들되 데우진 않을게요.,
Russian,"I'll just make coffee like normal, but without adding any heat.",
Japanese,普通のコーヒーのように、でも加熱せずに淹れてみる。,
Portuguese_Brazil,"Vou fazer o café normalmente, mas sem adicionar calor.",
Chinese_Simplified,我还是照常做咖啡，但不加热。,
Chinese_Traditional,我就泡正常咖啡，但不會加熱。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0051-Larry,
English_US,Очень хорошо.,
Description,,
French,Très bien.,
Italian,Molto bene.,
German,Sehr gut.,
Spanish_Spain,Muy bien.,
Spanish_LATAM,Muy bien.,
Korean,좋아요.,
Russian,Very good.,
Japanese,すばらしい。,
Portuguese_Brazil,Muito bem.,
Chinese_Simplified,非常好。,
Chinese_Traditional,很好。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0052-Larry,
English_US,Привет. Я жду свой холодный кофе.,
Description,,
French,Salut. J'attends mon café froid.,
Italian,Ehilà. Sto aspettando il mio caffè freddo.,
German,Hallo. Ich warte auf meinen kalten Kaffee.,
Spanish_Spain,Hola. Estoy esperando mi café frío.,
Spanish_LATAM,Hola. Estoy esperando mi café frío.,
Korean,안녕하세요. 차가운 커피를 기다리고 있는데요.,
Russian,Hullo. I am waiting for my cold coffee.,
Japanese,どーも。冷たいコーヒーを待ってるんですが。,
Portuguese_Brazil,Oi. Estou querendo o meu café gelado.,
Chinese_Simplified,哈啰。我的冷咖啡好了吗？,
Chinese_Traditional,哈囉。我在等候我的冷咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0053-Larry,
English_US,"В любое время, когда у вас будет холодный кофе, я его возьму.",
Description,,
French,"Dès que tu as du café froid, tu peux m'en servir.",
Italian,Appena avrai il caffè freddo potrai servirmelo.,
German,"Wann auch immer ihr kalten Kaffee habt, nehme ich ihn.",
Spanish_Spain,"Cuando tengas café frío, eso es lo que tomaré.",
Spanish_LATAM,"Cuando tengas café frío, eso es lo que voy a tomar.",
Korean,언제든지 차가운 커피가 준비되면 그걸 마시겠습니다.,
Russian,"At whatever time you have cold coffee, that is what I will have.",
Japanese,冷たいコーヒーが準備できたら、ぜひ飲ませてもらいたい。,
Portuguese_Brazil,"Assim que vocês tiverem café gelado, é isso o que vou querer.",
Chinese_Simplified,如果有冷咖啡，请给我一杯。,
Chinese_Traditional,只要你泡好冷咖啡，就端來給我喝吧。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0054-Larry,
English_US,Вы принесли пустую чашку. Это не холодный кофе.,
Description,,
French,Tu as servi une tasse vide. Ce n'est pas du café froid.,
Italian,Mi hai portato una tazza vuota. Questo non è un caffè freddo.,
German,Du hast eine leere Tasse gebracht. Das ist kein kalter Kaffee.,
Spanish_Spain,Has traído una taza vacía. Esto no es café frío.,
Spanish_LATAM,Me trajiste una taza vacía. Esto no es café frío.,
Korean,이건 빈 잔이네요. 차가운 커피가 아니잖아요.,
Russian,You have brought an empty cup. This is not cold coffee.,
Japanese,空っぽのカップですね。冷たいコーヒーじゃない。,
Portuguese_Brazil,Você me trouxe uma xícara vazia. Isso não é café gelado.,
Chinese_Simplified,你给我的杯子是空的。这不是冷咖啡。,
Chinese_Traditional,你端來一只空杯子。這不是冷掉的咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0055-Larry,
English_US,"Эта чашка, которую вы принесли, кажется грязной. Я не хочу пить из неё кофе.",
Description,,
French,Tu viens de m'apporter une tasse sale. Je ne boirai pas de café là-dedans.,
Italian,La tazza che hai portato è sporca. Non voglio usarla per bere il mio caffè.,
German,"Die Tasse, in der du serviert hast, ist sichtbar schmutzig. Ich möchte keinen Kaffee daraus trinken.",
Spanish_Spain,Esta taza que has traído parece que está sucia. No quiero tomar café en ella.,
Spanish_LATAM,Esta taza que me trajiste parece que está sucia. No quiero tomar café en ella.,
Korean,이 잔은 더러운 것 같아요. 여기에 커피를 마시고 싶진 않군요.,
Russian,This cup you have brought appears to be dirty. I do not wish to drink coffee from it.,
Japanese,このカップは汚れているようだ。こんなカップでコーヒーを飲みたくないな。,
Portuguese_Brazil,Essa xícara que você trouxe parece estar suja. Não quero tomar café nela.,
Chinese_Simplified,你给我的杯子看起来很脏。我不想用这个杯子喝咖啡。,
Chinese_Traditional,你端來的杯子看起來好髒。我不想喝裝在這裡面的咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0056-Alta,
English_US,Вот ваш кофе.,
Description,,
French,Et voici ton café !,
Italian,Ecco il tuo caffè.,
German,Hier ist dein Kaffee.,
Spanish_Spain,Aquí tienes tu café.,
Spanish_LATAM,Aquí tienes tu café.,
Korean,커피 가져왔어요.,
Russian,Here's your coffee.,
Japanese,ご注文のコーヒーだよ。,
Portuguese_Brazil,Aqui está o seu café.,
Chinese_Simplified,你的咖啡，请用。,
Chinese_Traditional,你點的咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0057-Larry,
English_US,Хмм.,
Description,,
French,Hum…,
Italian,Hmm.,
German,Mmh.,
Spanish_Spain,Mmm.,
Spanish_LATAM,Mmm...,
Korean,흐음.,
Russian,Hmm.,
Japanese,うーん。,
Portuguese_Brazil,Hmm.,
Chinese_Simplified,唔。,
Chinese_Traditional,嗯。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0058-Larry,
English_US,"Этот кофе горячий. Это тот вид кофе, который я изначально хотел.",
Description,,
French,Ce café est chaud. C'est le genre de café que je voulais au départ.,
Italian,"Questo caffè è caldo, proprio come lo avevo chiesto inizialmente.",
German,"Dieser Kaffee ist heiß. Das ist die Sorte Kaffee, die ich ursprünglich wollte.",
Spanish_Spain,Este café está caliente. Este es el tipo de café que quería al principio.,
Spanish_LATAM,Este café está caliente. Este es el tipo de café que quería al principio.,
Korean,이 커피는 뜨겁군요. 원래 주문하고 싶었던 그 커피네요.,
Russian,This coffee is hot. This is the kind of coffee I originally wanted.,
Japanese,ホットコーヒーですね。もともと飲みたかったコーヒーだ。,
Portuguese_Brazil,Esse café está quente. Esse é o tipo de café que eu queria antes.,
Chinese_Simplified,咖啡是热的。和我原先想要的一样。,
Chinese_Traditional,這咖啡是熱的。這是我本來想點的咖啡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0059-Alta,
English_US,"Что?? О нет, я забыла сделать его холодным!",
Description,,
French,"Quoi ?? Oh non, j'ai oublié de le faire froid !",
Italian,"Che cosa? Oh no, ho dimenticato di farlo freddo!",
German,"Was? Oh nein, ich habe vergessen, ihn kalt zuzubereiten!",
Spanish_Spain,"¿¿Qué?? ¡Ah, no, se me ha olvidado hacerlo frío!",
Spanish_LATAM,"¡¿Qué?! ¡Ay, no! ¡Olvidé que lo querías frío!",
Korean,"뭐라고요?? 이런, 차갑게 만든다는 걸 깜빡했네!",
Russian,"What?? Oh no, I forgot to make it cold!",
Japanese,何だって？ わ、しまった。冷たくするのを忘れてた！,
Portuguese_Brazil,"Quê?? Ah, não, você esqueceu de fazer gelado!",
Chinese_Simplified,什么？？哦不，我忘记做成冷咖啡了！,
Chinese_Traditional,什麼？？喔不，我忘記做成冷的了！,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0060-Larry,
English_US,Я принимаю этот кофе. Спасибо за-,
Description,,
French,Je vais prendre ce café. Merci pour-,
Italian,Lo accetto così com'è. Grazie per-,
German,Ich nehme diesen Kaffee. Danke für dei–,
Spanish_Spain,Acepto este café. Gracias por...,
Spanish_LATAM,Acepto este café. Gracias por...,
Korean,그냥 이걸로 마실게요. 만들어주셔서 감사-,
Russian,I accept this coffee. Thank you for-,
Japanese,このコーヒーで結構です。ありがたく…,
Portuguese_Brazil,Eu aceito esse café. Obrigado por...,
Chinese_Simplified,我接受这杯咖啡。感谢你的——,
Chinese_Traditional,我接受這杯咖啡。謝謝你——,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0061-Alta,
English_US,"Нет!! Вы его не принимаете! Я переделаю его для вас, и на этот раз он будет холодным!",
Description,,
French,Non !! Tu ne le prends pas ! Je vais te le refaire et cette fois il sera froid !,
Italian,"No! Nemmeno per idea! Lo vado a rifare, e questa volta sarà freddo!",
German,"Nein! Du nimmst ihn nicht! Ich mache ihn neu, und diesmal wird er kalt sein!",
Spanish_Spain,¡¡No!! ¡No lo aceptas! ¡Te lo voy a volver a hacer y esta vez estará frío!,
Spanish_LATAM,¡No! ¡No lo aceptas! ¡Te lo voy a preparar de nuevo y estará frío esta vez!,
Korean,안 돼요!! 마시지 말아요! 다시 만들 거예요. 이번엔 반드시 차갑게 만들어올게요!,
Russian,"No!! You don't accept it! I am remaking it for you, and this time it's going to be cold!",
Japanese,ダメだ！ 受け取らないでくれ！ 注文どおりに淹れ直すよ。今度は冷たくするから！,
Portuguese_Brazil,Não!! Você não aceita nada! Vou refazer ele pra você e dessa vez vai ser gelado!,
Chinese_Simplified,不行！！不准喝！我给你重新做一杯，这次做冷的！,
Chinese_Traditional,不！你不能接受！我為你重做一杯，這次會是冷的。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0062-Larry,
English_US,...ох. Понятно.,
Description,,
French,"… ah, je vois…",
Italian,… Oh. Capisco.,
German,…Oh. Verstehe.,
Spanish_Spain,Ah... Ya veo.,
Spanish_LATAM,Ah... Bien.,
Korean,...아. 알겠어요.,
Russian,...oh. I see.,
Japanese,…ああ、そうですか。,
Portuguese_Brazil,Ah. Entendi.,
Chinese_Simplified,……哦。好吧。,
Chinese_Traditional,……噢。我懂了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0063-Larry,
English_US,В этом кофе странный привкус. Он на вкус как земля.,
Description,,
French,Il y a un drôle de goût dans ce café. On dirait de la terre.,
Italian,C'è un sapore strano in questo caffè. Sa di terriccio.,
German,Dieser Kaffee schmeckt seltsam. Er schmeckt nach Dreck.,
Spanish_Spain,Este café sabe raro. Sabe a tierra.,
Spanish_LATAM,Este café tiene un gusto raro. Sabe a tierra.,
Korean,이 커피에서는 이상한 맛이 나요. 흙먼지 맛 같아요.,
Russian,There is an odd taste in this coffee. It tastes like dirt.,
Japanese,このコーヒーは妙な味がしますね。泥のような味だ。,
Portuguese_Brazil,Esse café tem um sabor estranho. Tem gosto de terra.,
Chinese_Simplified,这杯咖啡味道怪怪的。尝起来像在吃土。,
Chinese_Traditional,這杯咖啡有怪味。喝起來像泥土。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0064-Alta,
English_US,"О, я, должно быть, забыла сначала помыть кофейные зерна. Я сделаю его снова.",
Description,,
French,"Oh, j'ai dû oublier de laver le grain. Je vais le refaire.",
Italian,"Oh, devo aver dimenticato di lavare il chicco di caffè. Lo andrò a rifare.",
German,"Oh, ich muss vergessen haben, die Kaffeebohnen vorher zu waschen. Ich mache ihn nochmal.",
Spanish_Spain,"Ah, debo haberme olvidado de lavar el grano de café primero. Lo volveré a hacer.",
Spanish_LATAM,Creo que me olvidé de lavar el grano de café primero. Lo volveré a hacer.,
Korean,"이런, 커피콩을 먼저 씻었어야 했는데. 다시 만들어올게요.",
Russian,"Oh, I must have forgotten to wash the coffee bean first. I'll make it again.",
Japanese,おっと、最初にコーヒー豆を洗うのを忘れたみたいだ。淹れ直すよ。,
Portuguese_Brazil,"Ah, devo ter esquecido de lavar o grão de café primeiro. Vou refazer.",
Chinese_Simplified,哦，肯定是我忘记洗咖啡豆了。我重新做一杯。,
Chinese_Traditional,噢我一定是忘記先清洗咖啡豆了。我會再做一杯。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0065-Larry,
English_US,"Это холодный кофе. Я рад, что у меня есть холодный кофе в это время.",
Description,,
French,"C'est du café froid. Pour cette fois, je suis content de boire du café froid.",
Italian,Questo è un caffè freddo. Sono felice di bere un caffè freddo questa volta.,
German,"Das ist kalter Kaffee. Ich bin froh, gerade jetzt einen kalten Kaffee zu haben.",
Spanish_Spain,Esto es café frío. Me alegro de tomar un café frío en este momento.,
Spanish_LATAM,Esto sí es café frío. Me alegra tomar un café frío esta vez.,
Korean,이게 차가운 커피군요. 이번에는 차가운 커피를 마실 수 있어서 정말 좋습니다.,
Russian,This is cold coffee. I am glad to have cold coffee at this time.,
Japanese,冷たいコーヒーですね。今度こそ飲めて何よりだ。,
Portuguese_Brazil,Isso é café gelado. Fico feliz em tomar café gelado nesse momento.,
Chinese_Simplified,这是冷咖啡。我很高兴这次能喝到冷咖啡。,
Chinese_Traditional,這是冷咖啡。這時間能喝到冷咖啡真是太好了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Business2_RAW-0066-Larry,
English_US,"Он удовлетворяет трем необходимым атрибутам кофе: Зерна, Вода, Чашка.",
Description,,
French,"Ça répond aux trois attributs nécessaires au café : grains, eau, tasse.",
Italian,"Soddisfa i tre attributi necessari del caffè: chicchi, acqua, tazza.",
German,"Es hat die drei notwendigen Eigenschaften von Kaffee: Bohnen, Wasser, Tasse.",
Spanish_Spain,"Satisface los tres atributos necesarios del café: granos, agua, taza.",
Spanish_LATAM,"Satisface los tres atributos necesarios del café: granos, agua, taza.",
Korean,"커피의 필수 3요소를 다 갖췄네요. 커피콩, 물, 컵 말이에요.",
