Description,"""square dancing"" is a form of dance<lf>From [0087-Choice]"
French,… des concours de quadrille organisés sans autorisation.
Italian,… Feste in piazza che si svolgono senza l'autorizzazione del comune...
German,…Volkstanzveranstaltungen ohne entsprechende Genehmigung.
Spanish_Spain,Bailes tradicionales que se llevan a cabo sin los permisos adecuados.
Spanish_LATAM,Bailes tradicionales que se llevan a cabo sin los permisos adecuados.
Korean,...4인조 전통춤 행사가 적절한 허가 없이 진행되는 경우.
Russian,...square dancing events taking place without proper permits.
Japanese,…正式な許可なくフォークダンスのイベントをしたとき。
Portuguese_Brazil,Dança de quadrilha ocorrendo sem os alvarás necessários.
Chinese_Simplified,……未经许可举行广场舞大会。
Chinese_Traditional,……未經許可就舉行的廣場舞活動。
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0090-Choice
English_US,[промолчать]
Description,
French,[ne rien dire]
Italian,[rimani in silenzio]
German,[Sag nichts.]
Spanish_Spain,[No decir nada]
Spanish_LATAM,[no decir nada]
Korean,[아무 말하지 않기]
Russian,[say nothing]
Japanese,[何も言わない]
Portuguese_Brazil,[não dizer nada]
Chinese_Simplified,[不说话]
Chinese_Traditional,[什麼都不說]
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0091-Choice
English_US,Хватит!!
Description,
French,Stop !!
Italian,Basta!
German,Stop!
Spanish_Spain,¡¡Para!!
Spanish_LATAM,¡Basta!
Korean,그만 해요!!
Russian,Stop!!
Japanese,もういい！
Portuguese_Brazil,Para!!
Chinese_Simplified,停！！
Chinese_Traditional,停止！！
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0092-Demon_Hunter
English_US,"...споры о том, что считать «подходящей для всей семьи песней в караоке»."
Description,"""family friendly"" means ""appropriate for children""<lf>From [0090-Choice]"
French,"… des conflits au sujet de ce qu'on peut qualifier de ""chanson de karaoké familiale""."
Italian,"… Conflitti su cosa costituisca una ""canzone del karaoke adatta alle famiglie""..."
German,"…Konflikte um die Frage, was einen „Karaoke-Song für die ganze Familie“ ausmacht."
Spanish_Spain,"Conflictos sobre lo que constituye una ""canción de karaoke para todas las edades""."
Spanish_LATAM,Conflictos sobre lo que constituye una «canción de karaoke para todas las edades».
Korean,...'가족끼리 노래방에서 부를만한 곡'이 뭔지를 두고 갈등이 일어나는 경우.
Russian,"...conflict over what constitutes a ""family-friendly karaoke song."""
Japanese,…“家族向けのカラオケソング”とはどういう曲かで意見がぶつかったとき。
Portuguese_Brazil,"Conflito sobre o que constitui ""música de karaokê adequada para família""."
Chinese_Simplified,……因何为“亲子向卡拉 OK 歌曲”而争吵不休。
Chinese_Traditional,……「家庭友善卡拉 OK 歌曲」的定義爭議。
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0093-Choice
English_US,[промолчать]
Description,
French,[ne rien dire]
Italian,[rimani in silenzio]
German,[Sag nichts.]
Spanish_Spain,[No decir nada]
Spanish_LATAM,[no decir nada]
Korean,[아무 말하지 않기]
Russian,[say nothing]
Japanese,[何も言わない]
Portuguese_Brazil,[não dizer nada]
Chinese_Simplified,[不说话]
Chinese_Traditional,[什麼都不說]
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0094-Choice
English_US,Хватит!!
Description,
French,Stop !!
Italian,Basta!
German,Stop!
Spanish_Spain,¡¡Para!!
Spanish_LATAM,¡Basta!
Korean,그만 해요!!
Russian,Stop!!
Japanese,もういい！
Portuguese_Brazil,Para!!
Chinese_Simplified,停！！
Chinese_Traditional,停止！！
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0095-Demon_Hunter
English_US,"...граждане, внезапно и необъяснимо поверившие, что владеют боевыми искусствами."
Description,From [0093-Choice]
French,… des citoyens qui se mettent soudain à croire qu'ils s'y connaissent en arts martiaux.
Italian,… Cittadini che improvvisamente e inspiegabilmente credono di conoscere le arti marziali...
German,"…Bürger, die plötzlich und ohne Grund glauben, Kampfkünste zu beherrschen."
Spanish_Spain,"Personas que de repente, de forma inexplicable, creen que saben artes marciales."
Spanish_LATAM,"Personas que de repente, de forma inexplicable, creen que saben artes marciales."
Korean,...주민들이 갑자기 자기가 무술에 능하다고 믿게 되는 현상.
Russian,"...citizens suddenly, inexplicably believing they know martial arts."
Japanese,…なぜか町民が突如、自分たちは武道ツウだと思い始めたとき。
Portuguese_Brazil,Cidadãos repentina e inexplicavelmente acreditando que sabem artes marciais.
Chinese_Simplified,……居民们毫无来由地认为自己精通武术。
Chinese_Traditional,……居民們突然莫名地覺得自己精通武術。
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0096-Choice
English_US,[промолчать]
Description,
French,[ne rien dire]
Italian,[rimani in silenzio]
German,[Sag nichts.]
Spanish_Spain,[No decir nada]
Spanish_LATAM,[no decir nada]
Korean,[아무 말하지 않기]
Russian,[say nothing]
Japanese,[何も言わない]
Portuguese_Brazil,[não dizer nada]
Chinese_Simplified,[不说话]
Chinese_Traditional,[什麼都不說]
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0097-Choice
English_US,Хватит!!
Description,
French,Stop !!
Italian,Basta!
German,Stop!
Spanish_Spain,¡¡Para!!
Spanish_LATAM,¡Basta!
Korean,그만 해요!!
Russian,Stop!!
Japanese,もういい！
Portuguese_Brazil,Para!!
Chinese_Simplified,停！！
Chinese_Traditional,停止！！
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0098-Demon_Hunter
English_US,"...соседи, стригущие свои газоны по четыре, пять, а то и шесть раз каждый божий день."
Description,From [0096-Choice]
French,"… des voisins qui tondent leur pelouse quatre, cinq, voire six fois dans la même journée."
Italian,"… Vicini che falciano il prato quattro, cinque, anche sei volte al giorno..."
German,"…Nachbarn, die ihren Rasen vier, fünf, sogar sechs Mal pro Tag mähen."
Spanish_Spain,"Gente que corta el césped cuatro, cinco e incluso seis veces al día."
Spanish_LATAM,"Gente que corta el césped cuatro, cinco e incluso seis veces al día."
Korean,"...날마다 잔디를 네 번, 다섯 번, 심지어 여섯 번씩 깎아대는 이웃."
Russian,"...neighbors mowing their lawns four, five, even six times every single day."
Japanese,…近所の人たちが毎日毎日、4回も5回も6回も芝刈りをしているとき。
Portuguese_Brazil,"Vizinhos cortando a grama quatro, cinco, até seis vezes todo o santo dia."
Chinese_Simplified,……居民们一天要修剪四五次，甚至六次草坪。
Chinese_Traditional,……居民每天除草四五次，甚至六次。
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0099-Choice
English_US,[промолчать]
Description,
French,[ne rien dire]
Italian,[rimani in silenzio]
German,[Sag nichts.]
Spanish_Spain,[No decir nada]
Spanish_LATAM,[no decir nada]
Korean,[아무 말하지 않기]
Russian,[say nothing]
Japanese,[何も言わない]
Portuguese_Brazil,[não dizer nada]
Chinese_Simplified,[不说话]
Chinese_Traditional,[什麼都不說]
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0100-Choice
English_US,Хватит!!
Description,
French,Stop !!
Italian,Basta!
German,Stop!
Spanish_Spain,¡¡Para!!
Spanish_LATAM,¡Basta!
Korean,그만 해요!!
Russian,Stop!!
Japanese,もういい！
Portuguese_Brazil,Para!!
Chinese_Simplified,停！！
Chinese_Traditional,停止！！
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0101-Demon_Hunter
English_US,...опечатки в листовках общественных мероприятий.
Description,"""community event fliers"" are posters that alert people about local evelts<lf>From [0099-Choice]"
French,… des fautes de frappe dans des brochures communautaires.
Italian,… Errori di ortografia nei volantini degli eventi della comunità...
German,…Tippfehler in Gemeindezeitungen.
Spanish_Spain,Faltas de ortografía en folletos de eventos comunitarios.
Spanish_LATAM,Faltas de ortografía en folletos de eventos comunitarios.
Korean,...지역 행사 전단 문구의 맞춤법 오류 현상.
Russian,...misspellings in community event fliers.
Japanese,…町のイベントのチラシに誤字があったとき。
Portuguese_Brazil,Erros ortográficos em pôsteres de eventos da comunidade.
Chinese_Simplified,……社区活动传单上满是拼写错误。
Chinese_Traditional,……社區活動傳單上打錯字。
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0102-Choice
English_US,[промолчать]
Description,
French,[ne rien dire]
Italian,[rimani in silenzio]
German,[Sag nichts.]
Spanish_Spain,[No decir nada]
Spanish_LATAM,[no decir nada]
Korean,[아무 말하지 않기]
Russian,[say nothing]
Japanese,[何も言わない]
Portuguese_Brazil,[não dizer nada]
Chinese_Simplified,[不说话]
Chinese_Traditional,[什麼都不說]
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0103-Choice
English_US,Хватит!!
Description,
French,Stop !!
Italian,Basta!
German,Stop!
Spanish_Spain,¡¡Para!!
Spanish_LATAM,¡Basta!
Korean,그만 해요!!
Russian,Stop!!
Japanese,やめろ！！！
Portuguese_Brazil,Para!!
Chinese_Simplified,停！！
Chinese_Traditional,停止！！
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0104-Demon_Hunter
English_US,...и многое другое!
Description,From [0102-Choice]
French,… et il y en a plein d'autres !
Italian,… E molto di più!
German,…und viele mehr!
Spanish_Spain,¡Y muchas más!
Spanish_LATAM,¡Y muchas más!
Korean,...그 외에도 많아요!
Russian,...and many more!
Japanese,…まだまだあります！
Portuguese_Brazil,E muito mais!
Chinese_Simplified,……如此等等，不一而足！
Chinese_Traditional,……還有很多！
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0105-Demon_Hunter
English_US,...мне привести ещё примеры?
Description,
French,… tu veux que je te donne d'autres exemples ?
Italian,… Devo fare altri esempi?
German,…Möchtest du mehr Beispiele?
Spanish_Spain,¿Quieres más ejemplos?
Spanish_LATAM,¿Quieres más ejemplos?
Korean,...더 말씀드릴까요?
Russian,...shall I give more examples?
Japanese,…もっと例を挙げましょうか？
Portuguese_Brazil,Quer mais exemplos?
Chinese_Simplified,……我还要举例子吗？
Chinese_Traditional,……我要再繼續舉例嗎？
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0106-Alta
English_US,"О господи, нет. Пожалуйста, не надо больше, прошу."
Description,
French,"Oh, pitié, non. Arrête, je t'en supplie."
Italian,"Per l'amor del cielo, no. Ti prego, basta adesso."
German,"Oh Himmel, nein. Bitte, nicht noch mehr, bitte."
Spanish_Spain,"Por Dios, no. Más no, por favor."
Spanish_LATAM,"Cielo santo, no. Te lo suplico, por favor."
Korean,"맙소사, 제발 그만. 부탁이니 그만 좀 해요."
Russian,"Oh my god, no. Please no more, please."
Japanese,もういい…頼むから勘弁してくれ。
Portuguese_Brazil,"Ai, meu Deus, não. Por favor, chega."
Chinese_Simplified,我的天呐，拜托别再说下去了。真的够了。
Chinese_Traditional,我的天，不要。請不要再說了，拜託。
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0107-Alta
English_US,"Слушайте... я пытаюсь быть терпеливой, ладно? Я пытаюсь."
Description,
French,"Écoute… j'essaie d'être patiente, d'accord ? J'essaie."
Italian,Ascolta... sto cercando di essere paziente. Ci sto davvero provando.
German,"Sieh mal … Ich versuche, geduldig zu sein, okay? Ich versuche es."
Spanish_Spain,"Mira... Estoy intentando tener paciencia, ¿vale? Lo estoy intentando."
Spanish_LATAM,"A ver... Estoy tratando de tener paciencia, ¿sí? De verdad lo estoy intentando."
Korean,"이봐요... 나도 인내심을 가지려고 노력하고 있어요, 네? 정말이에요."
Russian,"Look... I am trying to be patient, okay? I am trying."
Japanese,なあ…私は必死で我慢してるんだ。わかるか？
Portuguese_Brazil,"Olha... eu estou tentando ser paciente, tá? Tentando mesmo."
Chinese_Simplified,听着……我真的很有耐心了，明白吗？我有耐心得不得了。
Chinese_Traditional,我告訴你……我很努力要保持耐心，好嗎？我很努力。
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0108-Alta
English_US,"Слушайте... я пытаюсь быть терпеливой, ладно? Я пытаюсь."
Description,From [0088-Choice]<lf>From [0091-Choice]<lf>From [0094-Choice]<lf>From [0097-Choice]<lf>From [0100-Choice]<lf>From [0103-Choice]
French,"Écoute… j'essaie d'être patiente, d'accord ? J'essaie."
Italian,Senti... sto cercando di essere paziente. Ci sto davvero provando.
German,"Sieh mal … Ich versuche, geduldig zu sein, okay? Ich versuche es."
Spanish_Spain,"Mira... Estoy intentando tener paciencia, ¿vale? Lo estoy intentando."
Spanish_LATAM,"A ver... Estoy tratando de tener paciencia, ¿sí? De verdad lo estoy intentando."
Korean,"이봐요... 나도 인내심을 가지려고 노력하고 있어요, 네? 정말이에요."
Russian,"Look... I am trying to be patient, okay? I am trying."
Japanese,なあ…私は必死で我慢してるんだ。わかるか？
Portuguese_Brazil,"Olha... eu estou tentando ser paciente, tá? Tentando mesmo."
Chinese_Simplified,听着……我真的很有耐心了，明白吗？我有耐心得不得了。
Chinese_Traditional,我告訴你……我很努力要保持耐心，好嗎？我很努力。
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0109-Alta
English_US,"Но мне нужно занятие, что-то, что не даст мне сидеть без дела. Я не могу просто сидеть и слушать болтовню."
Description,
French,"Mais j'ai besoin de faire quelque chose, je dois rester active. Je ne peux pas rester assise à écouter les gens parler."
Italian,Ma ho bisogno di qualcosa da fare per tenermi attiva. Non riesco a stare seduta in silenzio e ascoltare la gente parlare.
German,"Aber ich brauche etwas zu tun. Etwas, das mich in Bewegung hält. Ich kann nicht nur hier sitzen und Leuten beim Reden zuhören."
Spanish_Spain,"Pero necesito algo que hacer, algo que me mantenga activa. No puedo quedarme aquí quieta y escuchar a la gente hablar."
Spanish_LATAM,"Pero necesito algo que hacer, algo que me mantenga activa. No puedo quedarme quieta y escuchar a la gente hablar todo el día."
Korean,그렇지만 난 할 일이 필요해요. 활동적인 일이요. 앉아서 남의 얘기나 듣는 건 적성에 안 맞아요.
Russian,"But I need something to do, something to keep me active. I can't just sit and listen to people talk."
Japanese,今は何かやることが欲しい。体を動かしていたいんだ。じっと人の話を聞くなんて耐えられない。
Portuguese_Brazil,"Mas eu preciso de algo pra fazer, algo pra me manter ativa. Não posso simplesmente sentar e ouvir as pessoas falando."
Chinese_Simplified,但我必须找点事做，好让自己别闲着。我没法闲坐着听人长篇大论。
Chinese_Traditional,但我必須做些事，讓我動起來的事。我無法只是呆坐在這裡聽人講話。
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0110-Alta
English_US,"Так вот: Охотник за демонами, это чайная лавка. Я могу заварить вам чай. Это всё, что я могу для вас сделать."
Description,
French,"Donc… attrape-démons, ici c'est un salon de thé. Je peux te faire du thé. C'est tout ce que je peux faire pour toi."
Italian,"Quindi… acchiappa-demoni, questa è una sala da tè, e tutto quello che posso fare è prepararti il tè."
German,"Also: Dämonenfachkraft, das hier ist ein Teeladen. Ich kann dir Tee machen. Das ist alles, was ich für dich tun kann."
Spanish_Spain,"Así que, cazademonios, esta es una tienda de té. Puedo hacerte té. Eso es todo lo que puedo hacer por ti."
Spanish_LATAM,"Así que, Cazademonios, te informo: esta es una tienda de té. Puedo hacerte té. Eso es todo lo que puedo hacer por ti."
Korean,"그래서 말인데... 악령 사냥꾼님, 여긴 찻집이에요. 차를 만들어줄 수 있어요. 내가 할 수 있는 건 그게 다예요."
Russian,"So: Demon Hunter, this is a tea shop. I can make you tea. That's all I can do for you."
Japanese,魔物ハンター、ここはティーハウスだ。お茶なら淹れられる。私がしてやれるのは、それだけだ。
Portuguese_Brazil,"Então: Caça-Demônios, esta é uma casa de chá. Posso te fazer chá. É tudo que posso fazer por você."
Chinese_Simplified,所以：猎魔人，本店是一间茶馆。我能为你上茶。我也只能为你上茶。
Chinese_Traditional,所以，惡魔獵人，這是一間茶屋。我可以泡茶給你喝。我只能為你做這件事。
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0111-Alta
English_US,Вы хотите чай или нет?
Description,
French,Tu veux du thé ou non ?
Italian,Vuoi un tè oppure no?
German,Willst du Tee oder nicht?
Spanish_Spain,¿Quieres té o no?
Spanish_LATAM,¿Quieres té o no?
Korean,"차 마실 거예요, 말 거예요?"
Russian,"Do you want tea, or not?"
Japanese,それで、お茶を飲むのか？
Portuguese_Brazil,"Você quer chá, ou não?"
Chinese_Simplified,你到底要不要喝茶？
Chinese_Traditional,你到底要不要喝茶？
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0112-Demon_Hunter
English_US,"Эм, э-э..."
Description,
French,Euh… hum…
Italian,"Um, uh..."
German,"Ähm, äh …"
Spanish_Spain,"Mmm, eh..."
Spanish_LATAM,Mmm... Eh...
Korean,"아, 음..."
Russian,"Um, uh..."
Japanese,あの、ええと…
Portuguese_Brazil,"Hm, ahm..."
Chinese_Simplified,唔，呃……
Chinese_Traditional,呃，呃……
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0113-Demon_Hunter
English_US,"...наверное, ну..."
Description,
French,… Je crois que…
Italian,"… immagino che, bè..."
German,"Ich schätze, naja …"
Spanish_Spain,Supongo que... Bueno...
Spanish_LATAM,Supongo que... Bueno...
Korean,"...그러면, 음..."
Russian,"...I guess, well..."
Japanese,…そうですね…
Portuguese_Brazil,"Acho que, bem..."
Chinese_Simplified,……我猜，好吧……
Chinese_Traditional,……我想，好吧……
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0114-Demon_Hunter
English_US,"Если у вас есть чай из {{Вритл}}, полагаю, мы могли бы провести Церемонию {{Вритл}}..."
Description,"""vreetle ceremony"" is a ceremony where you drink vreetle tea"
French,"Si tu as du thé au {{vreetle}}, j'imagine qu'on pourrait faire une cérémonie du {{vreetle}}…"
Italian,"Se hai il tè al {{Vreetle}}, suppongo che potremmo fare la cerimonia del {{Vreetle}}..."
German,"Wenn du {{Vreetle}}-Tee hast, könnten wir eine {{Vreetle}}-Zeremonie abhalten …"
Spanish_Spain,"Si tienes té de {{Vreetle}}, supongo que podríamos hacer una ceremonia de {{Vreetle}}..."
Spanish_LATAM,"Si tienes té de {{Vreetle}}, supongo que podríamos hacer una ceremonia de {{Vreetle}}..."
Korean,혹시 {{Vreetle}} 차가 있으면 {{Vreetle}} 의식을 할 수 있거든요...
Russian,"If you have {{Vreetle}} tea, I suppose we could do a {{Vreetle}} Ceremony..."
Japanese,{{ヴリートル}}ティーがあれば、{{ヴリートル}}の儀式ができるんですが…
Portuguese_Brazil,"Você tem chá de {{vreetle}}, acho que poderíamos fazer uma Cerimônia do {{Vreetle}}..."
Chinese_Simplified,如果你能做{{Vreetle}}茶，那么我们可以进行{{Vreetle}}仪式……
Chinese_Traditional,如果你有{{Vreetle}}茶，我們或許可以舉行{{Vreetle}}儀式……
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0115-Demon_Hunter
English_US,"Это особый вид церемонии, для которого требуется чай из {{Вритл}}. Так что, эм, если у вас есть чай из {{Вритл}}..."
Description,
French,"C'est une cérémonie spéciale qui requiert du thé au {{vreetle}}. Alors, hum… si tu as du thé au {{vreetle}}…"
Italian,"È una cerimonia particolare che richiede il tè al {{Vreetle}}. Quindi, um, se hai il tè al {{Vreetle}}..."
German,"Das ist ein spezielles Ritual, für das man {{Vreetle}}-Tee braucht. Also, ähm, wenn du {{Vreetle}}-Tee hast …"
Spanish_Spain,Es un tipo particular de ceremonia que requiere té de {{Vreetle}}. Así que si tienes té de {{Vreetle}}...
Spanish_LATAM,Es un tipo particular de ceremonia que requiere té de {{Vreetle}}. Así que si tienes té de {{Vreetle}}...
Korean,"특별히 {{Vreetle}} 차가 필요한 의식이라서요. 그러니까, 음, 만약 {{Vreetle}} 차가 있다면..."
Russian,"It's a particular kind of ceremony that requires {{Vreetle}} tea. So, um, if you have {{Vreetle}} tea..."
Japanese,特別な儀式で、{{ヴリートル}}ティーが必要なんです。なので、{{ヴリートル}}ティーがあれば…
Portuguese_Brazil,"Essa é um tipo de cerimônia que necessita de chá de {{vreetle}}. Então, ahm, se você tiver chá de {{vreetle}}..."
Chinese_Simplified,这种特殊仪式需要用到{{Vreetle}}茶。所以，呃，如果你能做{{Vreetle}}茶的话……
Chinese_Traditional,這種儀式需要{{Vreetle}}茶。所以，呃，如果你有{{Vreetle}}茶……
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0116-Choice
English_US,Отлично. Я принесу вам чай из {{Вритл}}.
Description,
French,Très bien. Je vais te faire du thé au {{vreetle}}.
Italian,Molto bene. Ti porterò il tè al {{Vreetle}}.
German,Super. Ich mach dir {{Vreetle}}-Tee.
Spanish_Spain,Genial. Te traeré un té de {{Vreetle}}.
Spanish_LATAM,Genial. Te traeré un té de {{Vreetle}}.
Korean,좋았어요. {{Vreetle}} 차 갖다줄게요.
Russian,Great. I will get you {{Vreetle}} tea.
Japanese,よし、{{ヴリートル}}ティーを持ってくるよ。
Portuguese_Brazil,Ótimo. Vou buscar o seu chá de {{vreetle}}.
Chinese_Simplified,好极了。我这就去给你做{{Vreetle}}茶。
Chinese_Traditional,很好。我就幫你泡{{Vreetle}}茶。
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0117-Choice
English_US,"Почему вы сразу не сказали, что вам нужен чай??"
Description,
French,Pourquoi tu n'as pas commencé par me parler de ça ?
Italian,Perché non mi hai detto subito che volevi del tè?
German,"Warum hast du nicht gleich gesagt, dass du Tee brauchst?"
Spanish_Spain,¿Por qué no empezaste diciendo que querías té?
Spanish_LATAM,¿Por qué no empezaste diciendo que querías té?
Korean,처음부터 차가 필요하다고 말하지 그랬어요??
Russian,Why didn't you just tell me you needed tea in the first place??
Japanese,なんで最初からお茶が必要だと言わなかったんだ？
Portuguese_Brazil,Por que você não disse logo que precisava de chá??
Chinese_Simplified,你干嘛不一开始就说你要喝茶？？
Chinese_Traditional,你為什麼不一開始就告訴我你想喝茶呢？？
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0118-Demon_Hunter
English_US,Идеально! Спасибо!
Description,From [0116-Choice]
French,Parfait ! Merci !
Italian,Perfetto! Grazie!
German,Perfekt! Danke!
Spanish_Spain,¡Perfecto! ¡Gracias!
Spanish_LATAM,¡Perfecto! ¡Gracias!
Korean,네! 고마워요!
Russian,Perfect! Thank you!
Japanese,すばらしい！ お願いします！
Portuguese_Brazil,Perfeito! Agradeço!
Chinese_Simplified,完美！谢谢！
Chinese_Traditional,完美！謝謝你！
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0119-Demon_Hunter
English_US,"О! Ну, эм... я не знал, что мы будем проводить Церемонию {{Вритл}}..."
Description,From [0117-Choice]
French,"Ah… Eh bien, hum… j'ignorais qu'on allait organiser une cérémonie du {{vreetle}}…"
Italian,"Oh! Bè, um... non sapevo che avremmo fatto una cerimonia del {{Vreetle}}..."
German,"Oh! Naja, ähm … Ich wusste nicht, dass wir eine {{Vreetle}}-Zeremonie abhalten …"
Spanish_Spain,¡Ah! Es que... Mmm... No sabía que fuésemos a hacer una ceremonia de {{Vreetle}}...
Spanish_LATAM,¡Ah! Es que... Mmm... No sabía que fuésemos a hacer una ceremonia de {{Vreetle}}...
Korean,"아! 그건, 음... {{Vreetle}} 의식을 하게 될 줄은 몰랐거든요..."
Russian,"Oh! Well, um... I didn't know that we were going to do a {{Vreetle}} Ceremony..."
Japanese,ああ！ それは…あなたと{{ヴリートル}}の儀式をするとは思わなかったもので…
Portuguese_Brazil,"Ah! Bem, ahm... eu não sabia que a gente ia fazer a Cerimônia do {{Vreetle}}..."
Chinese_Simplified,哦！呃，好吧……我没想到需要进行{{Vreetle}}仪式……
Chinese_Traditional,噢！嗯，呃……我不知道我們會舉行{{Vreetle}}儀式……
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0120-Demon_Hunter
English_US,"Обычно Церемонии {{Вритл}} случаются только после того, как знаешь кого-то некоторое время."
Description,
French,"Normalement, on organise une cérémonie du {{vreetle}} que quand on connaît quelqu'un depuis assez longtemps."
Italian,Solitamente le cerimonie del {{Vreetle}} si fanno solo dopo che conosci qualcuno da un po'.
German,"Normalerweise macht man {{Vreetle}}-Zeremonien erst, wenn man sich schon eine Weile kennt."
Spanish_Spain,"Por lo general, las ceremonias de {{Vreetle}} solo se realizan después de conocer a alguien por un tiempo."
Spanish_LATAM,"Por lo general, las ceremonias de {{Vreetle}} solo se realizan después de conocer a alguien por un tiempo."
Korean,보통 {{Vreetle}} 의식은 서로 어느 정도 알게 된 다음에 하는 거라.
Russian,Typically {{Vreetle}} Ceremonies only happen after you've known someone a while.
Japanese,普通、{{ヴリートル}}の儀式は、ある程度付き合いのある人としか行わないんです。
Portuguese_Brazil,"Geralmente, as Cerimônias do {{Vreetle}} só acontecem depois que você conhece uma pessoa há um tempo."
Chinese_Simplified,一般来说，想进行{{Vreetle}}仪式，你得和对方认识一段时间才行。
Chinese_Traditional,通常只有在認識某人一段時間後才會舉行{{Vreetle}}儀式。
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0121-Alta
English_US,У меня нет времени ждать. Мне нужно заняться чем-то прямо сейчас.
Description,
French,Je ne peux pas attendre. Je dois faire quelque chose maintenant.
Italian,Non posso aspettare di conoscerci meglio. Devo fare qualcosa adesso.
German,Ich hab keine Zeit zum Warten. Ich brauche jetzt etwas zu tun.
Spanish_Spain,No tengo tiempo para esperar. Necesito hacer algo ahora.
Spanish_LATAM,No tengo tiempo para esperar. Necesito hacer algo ahora.
Korean,아무튼 시간 끌지 말자고요. 당장 뭔가를 해야겠어요.
Russian,I don't have time to wait. I need to do something now.
Japanese,じっくり付き合うヒマはない。今すぐ仕事が欲しいんだ。
Portuguese_Brazil,Não tenho tempo pra esperar. Preciso fazer alguma coisa agora.
Chinese_Simplified,我没时间干等着。我现在就得去找点事情做。
Chinese_Traditional,我沒那閒工夫。我現在就得做點什麼。
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0122-Demon_Hunter
English_US,"О, тогда ладно! Давайте проведём церемонию."
Description,
French,"Ah… OK, alors. Organisons la cérémonie."
Italian,"Ah, allora va bene! Facciamo la cerimonia."
German,"Oh, na dann! Machen wir die Zeremonie."
Spanish_Spain,"¡Ah, está bien entonces! Hagamos la ceremonia."
Spanish_LATAM,"¡Ah, bueno, está bien! Hagamos la ceremonia entonces."
Korean,"아, 그렇군요. 좋아요! 의식을 진행하도록 하죠."
Russian,"Oh, okay then! Let's do the ceremony."
Japanese,まあ、そうですか！ では儀式をしましょう。
Portuguese_Brazil,"Ah, tá bom, então! Vamos fazer a cerimônia."
Chinese_Simplified,啊，那好吧！让我们进行仪式。
Chinese_Traditional,噢，那就這樣吧！我們來舉行儀式。
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0123-Choice
English_US,Сейчас вернусь.
Description,
French,Je reviens tout de suite.
Italian,Torno tra un secondo.
German,Bin gleich zurück.
Spanish_Spain,Vuelvo dentro de un segundo.
Spanish_LATAM,Vuelvo en un parpadeo.
Korean,금방 돌아올게요.
Russian,Back in a second.
Japanese,すぐに淹れてくる。
Portuguese_Brazil,Já volto.
Chinese_Simplified,我马上回来。
Chinese_Traditional,請稍等一下。
Polish,
Turkish,
Swedish,
Thai,
Arabic,
Key,DemonHunter_RAW-0124-Choice
