key,source,Translation
Spanish_Spain,"Hay nuevos pensamientos ahora, sí.",
Spanish_LATAM,"Hay nuevos pensamientos ahora, sí.",
Korean,"그래요, 새로운 생각이 나는군요.",
Russian,,
Japanese,ああ、別のことが頭に浮かんできた。,
Portuguese_Brazil,Ela tem novos pensamentos.,
Chinese_Simplified,是的，我能想点别的了。,
Chinese_Traditional,有的，的確有新念頭。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0046-Customer,
English_US,Frustration. Difficulty. Confusion.,
Description,,
French,Frustration. Difficulté. Confusion.,
Italian,Frustrazione. Difficoltà. Confusione.,
German,Frust. Schwierigkeiten. Verwirrung.,
Spanish_Spain,Frustración. Dificultad. Confusión.,
Spanish_LATAM,Frustración. Dificultad. Confusión.,
Korean,좌절감. 어려움. 혼란.,
Russian,,
Japanese,イライラと苦痛と混乱。,
Portuguese_Brazil,Frustração. Dificuldade. Confusão.,
Chinese_Simplified,沮丧。艰难。困惑。,
Chinese_Traditional,挫折。困難。困惑。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0047-Customer,
English_US,It is an uncomfortable feeling.,
Description,,
French,"C'est une sensation pénible.",
Italian,È una sensazione spiacevole.,
German,Es ist ein unangenehmes Gefühl.,
Spanish_Spain,Es una sensación incómoda.,
Spanish_LATAM,Es una sensación incómoda.,
Korean,불편한 감정입니다.,
Russian,,
Japanese,落ち着かない気分だ。,
Portuguese_Brazil,É uma sensação desconfortável.,
Chinese_Simplified,有种不舒服的感觉。,
Chinese_Traditional,不舒服的感受。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0048-Customer,
English_US,"There are new thoughts now, yes.",
Description,,
French,"J'ai de nouvelles pensées, c'est vrai.",
Italian,"Ci sono nuovi pensieri adesso, hmm.",
German,"Da sind jetzt auch neue Gedanken, ja.",
Spanish_Spain,"Hay nuevos pensamientos ahora, sí.",
Spanish_LATAM,"Hay nuevos pensamientos ahora, sí.",
Korean,"그래요, 새로운 생각이 나는군요.",
Russian,,
Japanese,ああ、別のことが頭に浮かんできた。,
Portuguese_Brazil,Ela tem novos pensamentos.,
Chinese_Simplified,是的，我能想点别的了。,
Chinese_Traditional,有的，的確有新念頭。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0049-Customer,
English_US,"My feet, they are quite hot.",
Description,,
French,"Mes pieds, ils chauffent pas mal.",
Italian,I miei piedi sono piuttosto caldi.,
German,Meine Füße sind sehr heiß.,
Spanish_Spain,Tengo los pies bastante calientes.,
Spanish_LATAM,Tengo los pies bastante calientes.,
Korean,발이 화끈거린다는 생각.,
Russian,,
Japanese,足が…やたらと熱い。,
Portuguese_Brazil,"Meus pés, estão bem quentes.",
Chinese_Simplified,我的脚，感觉有点烫。,
Chinese_Traditional,我的雙腳，正在發熱。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0050-Customer,
English_US,"Yes, getting hotter. Very hot now.",
Description,,
French,"Oui, ça chauffe. Ça chauffe même beaucoup.",
Italian,"Sì, stanno diventando più caldi. Fa molto caldo adesso.",
German,"Ja, sie werden heißer. Sehr heiß jetzt.",
Spanish_Spain,"Sí, cada vez están más calientes. Están muy calientes ahora.",
Spanish_LATAM,"Sí, cada vez están más calientes. Están muy calientes ahora.",
Korean,"이런, 더 심해지네요. 아주 심하게 화끈거려요.",
Russian,,
Japanese,ああ、どんどん熱くなる。燃えてるみたいだ。,
Portuguese_Brazil,"Sim, ficando mais quente. Bem quente agora.",
Chinese_Simplified,是的，越来越烫。现在非常烫了。,
Chinese_Traditional,沒錯，越來越熱。現在非常熱。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0051-Customer,
English_US,"There are new thoughts now, yes.",
Description,,
French,"J'ai de nouvelles pensées, c'est vrai.",
Italian,"Ci sono nuovi pensieri adesso, hmm.",
German,"Da sind jetzt auch neue Gedanken, ja.",
Spanish_Spain,"Hay nuevos pensamientos ahora, sí.",
Spanish_LATAM,"Hay nuevos pensamientos ahora, sí.",
Korean,"그래요, 새로운 생각이 나는군요.",
Russian,,
Japanese,ああ、別のことが頭に浮かんできた。,
Portuguese_Brazil,Ela tem novos pensamentos.,
Chinese_Simplified,是的，我能想点别的了。,
Chinese_Traditional,有的，的確有新念頭。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0052-Customer,
English_US,I am thinking of {{Trellon}}.,
Description,,
French,Je pense à {{Trellon}}.,
Italian,Sto pensando a {{Trellon}}.,
German,Ich denke an {{Trellon}}.,
Spanish_Spain,Estoy pensando en {{Trellon}}.,
Spanish_LATAM,Estoy pensando en {{Trellon}}.,
Korean,{{Trellon}}을 생각하고 있습니다.,
Russian,,
Japanese,{{トレーロン}}のことだ。,
Portuguese_Brazil,Estou pensando em {{Trellon}}.,
Chinese_Simplified,我想到了{{Trellon}}。,
Chinese_Traditional,我現在想到{{Trellon}}。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0053-Customer,
English_US,It is good to think about her. A reliable person. Yes.,
Description,,
French,"C'est bon de penser à elle. On peut compter sur elle, c'est sûr.",
Italian,È bello pensare a lei. Una persona affidabile. Sì.,
German,"Es tut gut, an sie zu denken. Eine zuverlässige Person. Ja.",
Spanish_Spain,Es bueno pensar en ella. Es una persona fiable. Sí.,
Spanish_LATAM,Es bueno pensar en ella. Es alguien fiable. Sí.,
Korean,그녀를 생각하니 좋군요. 믿을만한 사람이죠. 그래요.,
Russian,,
Japanese,彼女のことを考えると気分がいい。信頼できる人だ。うん。,
Portuguese_Brazil,É bom pensar nela. É uma pessoa confiável. Sim.,
Chinese_Simplified,能想到她真好。她很可靠。是的。,
Chinese_Traditional,想到她還滿好的。她是可靠的人。是的。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0054-Customer,
English_US,Many thoughts are going away.,
Description,,
French,De nombreuses pensées disparaissent.,
Italian,Molti pensieri stanno svanendo.,
German,Viele Gedanken vergehen.,
Spanish_Spain,Muchos pensamientos se están yendo.,
Spanish_LATAM,Muchos pensamientos se están yendo.,
Korean,많은 생각이 사라지네요.,
Russian,,
Japanese,頭のごちゃごちゃが消えていく。,
Portuguese_Brazil,Muitos pensamentos estão desaparecendo.,
Chinese_Simplified,很多念头都不见了。,
Chinese_Traditional,許多念頭消散了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0055-Customer,
English_US,Yes. Thoughts and feelings are fading. Cannot remember.,
Description,,
French,"Oui, pensées et sensations s'évanouissent. Je ne me souviens plus.",
Italian,I pensieri e le sensazioni stanno svanendo. Non riesco a ricordare.,
German,Ja. Gedanken und Gefühle lassen nach. Kann mich nicht erinnern.,
Spanish_Spain,Sí. Los pensamientos y sentimientos se están desvaneciendo. No me acuerdo.,
Spanish_LATAM,Sí. Los pensamientos y sentimientos se están desvaneciendo. No puedo acordarme.,
Korean,그래요. 생각과 감정이 희미해져 가요. 기억이 나지 않는군요.,
Russian,,
Japanese,ああ、思考も感情も薄れていくぞ。もう思い出せない。,
Portuguese_Brazil,Sim. Pensamentos e sentimentos estão desaparecendo. Não consigo lembrar.,
Chinese_Simplified,是的。念头和感受都在消失。记不起来了。,
Chinese_Traditional,是的。念頭和感受正在消散。無法記住。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0056-Alta,
English_US,"Is that, uh, good?",
Description,,
French,"Et c'est… euh… agréable ?",
Italian,È… una cosa buona?,
German,"Ist das, äh, gut?",
Spanish_Spain,"¿Eso es, eh... bueno?",
Spanish_LATAM,"Eso es, eh... ¿bueno?",
Korean,그게... 좋은 건가요?,
Russian,,
Japanese,それは、その…いいことか？,
Portuguese_Brazil,"E isso é, ahm, bom?",
Chinese_Simplified,这，呃，是好事吗？,
Chinese_Traditional,這是，呃，好事嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0057-Customer,
English_US,Hmm....,
Description,,
French,Hum…,
Italian,Hmm....,
German,Mmh …,
Spanish_Spain,Mmm...,
Spanish_LATAM,Mmm...,
Korean,흐음...,
Russian,,
Japanese,ふむ…,
Portuguese_Brazil,Hmm....,
Chinese_Simplified,唔……,
Chinese_Traditional,嗯……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0058-Customer,
English_US,...yes. It is good to not remember. I prefer it.,
Description,,
French,"… oui. C'est bon d'oublier. Je préfère ça.",
Italian,… Suppongo di sì. È meglio non ricordare. Lo preferisco.,
German,"… Ja. Es ist gut, sich nicht zu erinnern. Das ist mir lieber.",
Spanish_Spain,Sí... No recordar es bueno. Lo prefiero.,
Spanish_LATAM,Sí... No recordar es bueno. Lo prefiero.,
Korean,...네. 기억하지 않는 게 좋아요. 그편이 낫습니다.,
Russian,,
Japanese,…ああ。忘れるのは、いいことだ。そのほうがいい。,
Portuguese_Brazil,Sim. É bom não lembrar. Prefiro assim.,
Chinese_Simplified,……是的。忘却何尝不是一件好事。我宁愿如此。,
Chinese_Traditional,……是的。不要記住比較好。我喜歡。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0059-Customer,
English_US,"There are new thoughts now, yes.",
Description,,
French,"J'ai de nouvelles pensées, c'est vrai.",
Italian,"Ci sono nuovi pensieri adesso, hmm.",
German,"Da sind jetzt auch neue Gedanken, ja.",
Spanish_Spain,"Hay nuevos pensamientos ahora, sí.",
Spanish_LATAM,"Hay nuevos pensamientos ahora, sí.",
Korean,"그래요, 새로운 생각이 나는군요.",
Russian,,
Japanese,ああ、別のことが頭に浮かんできた。,
Portuguese_Brazil,Ela tem novos pensamentos.,
Chinese_Simplified,是的，我能想点别的了。,
Chinese_Traditional,有的，的確有新念頭。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0060-Customer,
English_US,"I am thinking of the ranch, as a child. Trips in the winter.",
Description,,
French,"Je pense à un ranch, quand j'étais enfant. À des voyages l'hiver.",
Italian,Mi viene da pensare alla casa in campagna dove andavo tanto tempo fa. Ai viaggi in inverno.,
German,"Ich denke an den Bauernhof, als ich ein Kind war. Reisen im Winter.",
Spanish_Spain,"Estoy pensando en el rancho, en mi niñez. Los viajes en invierno.",
Spanish_LATAM,"Estoy pensando en el rancho, en mi niñez. Los viajes en invierno.",
Korean,어릴 때 목장에 갔던 생각이 나요. 겨울에 여행으로 갔었죠.,
Russian,,
Japanese,幼い頃に行った広い牧場のことだ。冬の旅行だった。,
Portuguese_Brazil,"Estou pensando do rancho, quando era criança. Viagens no inverno.",
Chinese_Simplified,我想到了孩童时代的牧场。还有冬日的旅程。,
Chinese_Traditional,我想到小時候的牧場。冬季旅行。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0061-Customer,
English_US,Hmm... I have not thought of this place in many years.,
Description,,
French,"Hum… je n'avais pas pensé à cet endroit depuis des lustres.",
Italian,Hmm... non pensavo a quel posto da molti anni.,
German,Mmh … Daran habe ich seit Jahren nicht mehr gedacht.,
Spanish_Spain,Mmm... Hacía muchos años que no pensaba en ese lugar.,
Spanish_LATAM,Mmm... Hacía muchos años que no pensaba en ese lugar.,
Korean,흐음... 이 장소를 생각한 건 정말 오랜만이에요.,
Russian,,
Japanese,ふむ…あの場所を思い出すのは何年ぶりだろう。,
Portuguese_Brazil,Hmm... eu não pensava nesse lugar há muitos anos.,
Chinese_Simplified,唔……有好多年没想起那个地方了。,
Chinese_Traditional,嗯……我已經好多年沒想到這個地方了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0062-Customer,
English_US,"There are new thoughts now, yes.",
Description,,
French,"J'ai de nouvelles pensées, c'est vrai.",
Italian,"Ci sono nuovi pensieri adesso, hmm.",
German,"Da sind jetzt auch neue Gedanken, ja.",
Spanish_Spain,"Hay nuevos pensamientos ahora, sí.",
Spanish_LATAM,"Hay nuevos pensamientos ahora, sí.",
Korean,"그래요, 새로운 생각이 나는군요.",
Russian,,
Japanese,ああ、別のことが頭に浮かんできた。,
Portuguese_Brazil,Ela tem novos pensamentos.,
Chinese_Simplified,是的，我能想点别的了。,
Chinese_Traditional,有的，的確有新念頭。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0063-Customer,
English_US,I am thinking of long division.,
Description,"""Long division"" is a method for solving division problems in math",
French,Je pense à une longue division.,
Italian,Sto pensando alla divisione con la virgola.,
German,Ich denke an schriftliche Division.,
Spanish_Spain,Estoy pensando en una división larga.,
Spanish_LATAM,Estoy pensando en una división larga.,
Korean,나눗셈의 세로셈법을 생각하고 있어요.,
Russian,,
Japanese,長除法のことを考えてる。,
Portuguese_Brazil,Estou pensando sobre divisão longa.,
Chinese_Simplified,我想到了竖式除法。,
Chinese_Traditional,我現在想到長除法。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0064-Alta,
English_US,"Is that, uh, good?",
Description,,
French,"Et c'est… euh… agréable ?",
Italian,È… una cosa buona?,
German,"Ist das, äh, gut?",
Spanish_Spain,"¿Eso es, eh... bueno?",
Spanish_LATAM,"Eso es, eh... ¿bueno?",
Korean,그게... 좋은 건가요?,
Russian,,
Japanese,それは、その…いいことか？,
Portuguese_Brazil,"E isso é, ahm, bom?",
Chinese_Simplified,这，呃，是好事吗？,
Chinese_Traditional,這是，呃，好事嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0065-Customer,
English_US,Hmm....,
Description,,
French,Hum…,
Italian,Hmm....,
German,Mmh …,
Spanish_Spain,Mmm...,
Spanish_LATAM,Mmm...,
Korean,흐음...,
Russian,,
Japanese,ふむ…,
Portuguese_Brazil,Hmm....,
Chinese_Simplified,唔……,
Chinese_Traditional,嗯……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0066-Customer,
English_US,...yes. It seems I am good at long division.,
Description,,
French,"… oui. J'ai l'impression d'avoir du talent pour les longues divisions.",
Italian,… Sì. Me la cavo a fare i calcoli a mano.,
German,"… Ja. Sieht aus, als wäre ich gut im schriftlichen Dividieren.",
Spanish_Spain,Sí... Parece que se me dan bien las divisiones largas.,
Spanish_LATAM,Sí... Parece que las divisiones largas son lo mío.,
Korean,...네. 세로셈법이 적성에 맞는 것 같아요.,
Russian,,
Japanese,…ああ。どうやら私は長除法が得意らしい。,
Portuguese_Brazil,Sim. Parece que tenho talento pra divisão longa.,
Chinese_Simplified,……是的。看来我很擅长竖式除法。,
Chinese_Traditional,……是的。我好像很擅長長除法。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0067-Customer,
English_US,...no. The thoughts are the same as before.,
Description,,
French,"… non. Les pensées sont les mêmes qu'avant.",
Italian,… No. I pensieri sono gli stessi di prima.,
German,… Nein. Die Gedanken sind dieselben wie vorher.,
Spanish_Spain,No... Los pensamientos son los mismos que antes.,
Spanish_LATAM,No... Los pensamientos son los mismos que antes.,
Korean,...별로요. 주의가 분산되지는 않았어요.,
Russian,,
Japanese,…いや。考えてることは、さっきと変わらない。,
Portuguese_Brazil,Não. Os pensamentos são os mesmos de antes.,
Chinese_Simplified,……没有。我的想法还是和原来一样。,
Chinese_Traditional,……不。我的思緒變得跟之前一樣。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0068-Customer,
English_US,"But it is okay. Simply for the pain to be less, this is good.",
Description,,
French,"Mais ça va. Le fait que la douleur diminue, c'est déjà bon.",
Italian,"Ma va bene così. Basta che il dolore sia diminuito, è già un bene.",
German,"Aber ist schon gut. Dass der Schmerz nachlässt, reicht schon.",
Spanish_Spain,"Pero está bien. Solo para que el dolor sea menor, es bueno.",
Spanish_LATAM,"Pero está bien. Mientras el dolor sea menor, está bien.",
Korean,하지만 괜찮아요. 통증이 줄어든 것만으로 좋습니다.,
Russian,,
Japanese,でもいいさ。痛みがマシになっただけでも儲けものだ。,
Portuguese_Brazil,Mas tudo bem. Só de a dor diminuir é bom.,
Chinese_Simplified,不过没事的。起码疼痛已经得到了缓解，这也不错。,
Chinese_Traditional,但沒關係。光是疼痛減緩，就很好了。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0069-Customer,
English_US,"I am grateful, thank you.",
Description,,
French,Je te remercie.,
Italian,"Ti sono riconoscente, grazie.",
German,Ich bin dir sehr dankbar.,
Spanish_Spain,Te lo agradezco. Gracias.,
Spanish_LATAM,Te lo agradezco. Gracias.,
Korean,감사하게 생각해요.,
Russian,,
Japanese,助かったよ。ありがとう。,
Portuguese_Brazil,Agradeço.,
Chinese_Simplified,我很感激，谢谢你。,
Chinese_Traditional,我很感激，謝謝你。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0070-Customer,
English_US,...no. The pain is feeling the same as before.,
Description,,
French,"… non. La douleur n'a pas changé.",
Italian,...No. Il dolore è lo stesso di prima.,
German,… Nein. Der Schmerz fühlt sich so an wie vorher.,
Spanish_Spain,No... Me duele igual que antes.,
Spanish_LATAM,No... Me duele igual que antes.,
Korean,...아니요. 통증은 이전과 똑같아요.,
Russian,,
Japanese,…いや。胸の痛みは、さっきと変わらない。,
Portuguese_Brazil,Não. A dor está igual a antes.,
Chinese_Simplified,……没有。感觉和原来一样疼。,
Chinese_Traditional,……不。疼痛的感覺跟之前一樣。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0071-Alta,
English_US,"I'll try again, maybe we have something else that helps with pain.",
Description,,
French,Je vais réessayer. On a peut-être autre chose contre la douleur.,
Italian,"Ci riproverò, forse abbiamo qualcos'altro che può aiutare con il dolore.",
German,"Ich versuche es noch mal, vielleicht haben wir was gegen die Schmerzen.",
Spanish_Spain,"Lo intentaré de nuevo, tal vez tengamos algo más que alivie el dolor.",
Spanish_LATAM,Lo intentaré de nuevo. Tal vez tengamos algo más que alivie el dolor.,
Korean,다시 만들어올게요. 통증에 도움이 되는 게 있을지도 몰라요.,
Russian,,
Japanese,淹れ直すよ。痛みに効く材料が他にあるかもしれない。,
Portuguese_Brazil,"Vou tentar de novo, talvez a gente tenha outra coisa que ajude com a dor.",
Chinese_Simplified,那我再试试，店里应该有能够镇痛的材料。,
Chinese_Traditional,我會再試一次，或許我們有其他能夠舒緩疼痛的東西。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0072-Customer,
English_US,Yes. Okay.,
Description,,
French,Oui. OK.,
Italian,Sì. Va bene.,
German,Ja. Okay.,
Spanish_Spain,Sí. Vale.,
Spanish_LATAM,Sí. Está bien.,
Korean,그래요. 좋습니다.,
Russian,,
Japanese,ああ、頼む。,
Portuguese_Brazil,Sim. Tá.,
Chinese_Simplified,是吗。好的。,
Chinese_Traditional,好。沒問題。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0073-Alta,
English_US,"Oh, I'm sorry.",
Description,,
French,"Oh, je suis désolée.",
Italian,"Oh, mi dispiace.",
German,"Oh, tut mir leid.",
Spanish_Spain,"Oh, lo siento.",
Spanish_LATAM,"Ay, perdón.",
Korean,"이런, 미안해요.",
Russian,,
Japanese,そうか、残念だな。,
Portuguese_Brazil,"Ah, sinto muito.",
Chinese_Simplified,哦，很抱歉。,
Chinese_Traditional,噢，抱歉。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0074-Customer,
English_US,...,
Description,,
French,…,
Italian,...,
German,…,
Spanish_Spain,...,
Spanish_LATAM,...,
Korean,...,
Russian,,
Japanese,…,
Portuguese_Brazil,...,
Chinese_Simplified,……,
Chinese_Traditional,……,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0075-Customer,
English_US,...no. It is good to think of this. Better than chest pain.,
Description,,
French,"… non. C'est bon de penser à ça. C'est mieux que la douleur dans la poitrine.",
Italian,… No. È meglio pensare a questo che al dolore al petto.,
German,"… Nein. Es tut gut, daran zu denken. Besser als Brustschmerzen.",
Spanish_Spain,No... Es bueno pensar en esto. Mejor que el dolor de pecho.,
Spanish_LATAM,No... Es bueno pensar en esto. Mejor que el dolor de pecho.,
Korean,...아니요. 이런 생각도 좋아요. 가슴 통증을 생각하는 것보다는요.,
Russian,,
Japanese,…いや、これでいい。胸の痛みのことを考えるよりマシさ。,
Portuguese_Brazil,Não. É bom pensar nisso. Melhor do que a dor no peito.,
Chinese_Simplified,……不。能想到这些真好。比光想着胸疼好多了。,
Chinese_Traditional,……不。這樣想還滿好的。比胸痛好。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0076-Customer,
English_US,"Yes, I am glad for the distracting thought. Thank you.",
Description,,
French,"Oui, je me réjouis de cette pensée qui me change les idées. Merci.",
Italian,"Sì, sono felice di avere un pensiero che mi distrae. Grazie.",
German,"Ja, ich bin froh über die ablenkenden Gedanken. Danke.",
Spanish_Spain,"Sí, me alegro por el pensamiento que me distrae. Gracias.",
Spanish_LATAM,"Sí, me alegro por el pensamiento que me distrae. Gracias.",
Korean,"그래요, 주의가 분산되어서 다행입니다. 감사합니다.",
Russian,,
Japanese,ああ、気が紛れてよかったよ。ありがとう。,
Portuguese_Brazil,"Sim, fico feliz pelo pensamento que distrai. Agradeço.",
Chinese_Simplified,是的，我很开心产生了能分散注意力的想法。谢谢你。,
Chinese_Traditional,太好了，我很高興你能轉移注意力。謝謝你。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0077-Customer,
English_US,"This is good. I am glad to have it, this cup of tea.",
Description,,
French,"C'est bon. Je me réjouis de l'avoir, cette tasse de thé.",
Italian,"È buono. Mi fa piacere di averla, questa tazza di tè.",
German,"Das ist gut. Ich bin froh, diese Tasse Tee zu haben.",
Spanish_Spain,Bien. Me alegro de tener esta taza de té.,
Spanish_LATAM,Bien. Me alegro de tener esta taza de té.,
Korean,좋군요. 이 차를 마셔보길 잘했어요.,
Russian,,
Japanese,いい気分だ。このお茶を飲めてよかった。,
Portuguese_Brazil,"Isso é bom. Fico feliz por isso, essa xícara de chá.",
Chinese_Simplified,很好喝。我很高兴能喝到这杯茶。,
Chinese_Traditional,很好。我很慶幸能喝這杯茶。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0078-Customer,
English_US,"I must do something, in exchange.",
Description,,
French,"Je dois faire quelque chose, en échange.",
Italian,Devo fare qualcosa per sdebitarmi.,
German,Ich muss etwas zum Dank machen.,
Spanish_Spain,Debo hacer algo a cambio.,
Spanish_LATAM,Debo hacer algo a cambio.,
Korean,저도 뭔가 해드리고 싶습니다.,
Russian,,
Japanese,お返しに、何かしなくちゃな。,
Portuguese_Brazil,Preciso fazer alguma coisa em troca.,
Chinese_Simplified,我是知恩图报的人。,
Chinese_Traditional,我必須有所回報。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0079-Customer,
English_US,"I will... I will make you something. As a gift, for the tea.",
Description,,
French,"Je vais… je vais te faire quelque chose. En cadeau, pour le thé.",
Italian,"Io... ti preparerò qualcosa. Come regalo, per il tè che mi hai offerto.",
German,"Ich werde … Ich werde mir etwas einfallen lassen. Als Geschenk, für den Tee.",
Spanish_Spain,"Yo… Te haré algo. Un regalo, por el té.",
Spanish_LATAM,Te haré... Te haré algo. Un regalo por el té.,
Korean,음... 물건을 만들어드릴게요. 차에 대한 보답으로요.,
Russian,,
Japanese,そうだな…何か作ってやろう。お茶のお礼だ。,
Portuguese_Brazil,"Vou... vou fazer alguma coisa pra você. De presente, pelo chá.",
Chinese_Simplified,就……让我为你打造点什么吧。作为这杯茶的回礼。,
Chinese_Traditional,我要……我要做個東西給你。當作答謝茶的禮物。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0080-Customer,
English_US,"A wind chime. Yes. I will build a wind chime, for your shop.",
Description,A wind chime is a device that makes pleasant sounds as wind blows through it,
French,"Un carillon. Oui, je vais fabriquer un carillon, pour ton salon.",
Italian,Campane al vento... hmm. Costruirò delle campane al vento per la tua bottega.,
German,Ein Windspiel. Ja. Ich baue ein Windspiel für euren Laden.,
Spanish_Spain,Un carillón de viento. Sí. Te haré un carillón de viento para tu tienda.,
Spanish_LATAM,Unas campanas de viento. Sí. Te haré unas campanas de viento para la tienda.,
Korean,풍경. 그래요. 가게에 둘 풍경을 만들겠습니다.,
Russian,,
Japanese,ウィンドチャイムだな。うん、店に置くウィンドチャイムを作るよ。,
Portuguese_Brazil,Um sino de vento. Isso. Vou fazer um sino de vento pra sua loja.,
Chinese_Simplified,做个风铃吧。是的。让我为你们店打造一串风铃吧。,
Chinese_Traditional,一個風鈴。好。我要為你的茶屋製作一個風鈴。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0081-Customer,
English_US,Is this acceptable?,
Description,,
French,Ça irait ?,
Italian,Può bastare?,
German,Ist das annehmbar?,
Spanish_Spain,¿Te parece aceptable?,
Spanish_LATAM,¿Te parece aceptable?,
Korean,받으시겠어요?,
Russian,,
Japanese,それでいいかい？,
Portuguese_Brazil,Isso é aceitável?,
Chinese_Simplified,这合你心意吗？,
Chinese_Traditional,可以嗎？,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0082-Choice,
English_US,Yes.,
Description,,
French,Oui.,
Italian,Sì.,
German,Ja.,
Spanish_Spain,Sí.,
Spanish_LATAM,Sí.,
Korean,그래요.,
Russian,,
Japanese,はい,
Portuguese_Brazil,Sim.,
Chinese_Simplified,是。,
Chinese_Traditional,好。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0083-Choice,
English_US,No.,
Description,,
French,Non.,
Italian,No.,
German,Nein.,
Spanish_Spain,No.,
Spanish_LATAM,No.,
Korean,아니에요.,
Russian,,
Japanese,いいえ,
Portuguese_Brazil,Não.,
Chinese_Simplified,否。,
Chinese_Traditional,不行。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0084-Customer,
English_US,Okay. It will take a moment. I will return.,
Description,From [0082-Choice],
French,OK. Ça va prendre un moment. Je reviendrai.,
Italian,Va bene. Ci vorrà un attimo. Torno fra pochissimo.,
German,Okay. Es wird einen Moment dauern. Ich komme wieder.,
Spanish_Spain,Vale. Tardaré un momento. Ahora vuelvo.,
Spanish_LATAM,Bien. Me tardaré unos momentos. Ya vuelvo.,
Korean,좋습니다. 잠시 기다려주세요. 곧 돌아올게요.,
Russian,,
Japanese,よし、少し時間をくれ。また戻ってくる。,
Portuguese_Brazil,Tá. Vai demorar um pouco. Já volto.,
Chinese_Simplified,好的。这会费点时间。我马上回来。,
Chinese_Traditional,好。這會花一點時間。我會回來。,
Polish,,
Turkish,,
Swedish,,
Thai,,
Arabic,,
Key,Rando02_RAW-0085-Customer,
English_US,Okay. Then I will not build the wind chime.,
Description,From [0083-Choice],
French,OK. Je ne fabriquerai pas de carillon.,
Italian,Va bene. Allora non costruirò le campane al vento.,
German,Okay. Dann baue ich das Windspiel nicht.,
Spanish_Spain,Vale. Entonces no haré el carillón de viento.,
